project,country,status,discovery_year,start_year,operator,owner,parent,fuel_type,unit_type,lat,lng,url
Lonesome - Whiting,United States,operating,,,Whiting Oil & Gas Corporation,,,oil and gas,asset,47.897,-103.67,"https://www.gem.wiki/Lonesome_-_Whiting_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Long Beach - Signal Hill Petroleum,United States,operating,,,Signal Hill Petroleum,,,oil and gas,asset,33.804,-118.17,"https://www.gem.wiki/Long_Beach_-_Signal_Hill_Petroleum_Oil_and_Gas_Asset_(California,_United_States)"
Long Creek - Continental,United States,operating,,,Continental Resources,,,oil and gas,asset,48.074,-103.37,"https://www.gem.wiki/Long_Creek_-_Continental_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Long Creek - Zavanna,United States,operating,,,Zavanna,,,oil and gas,asset,48.113,-103.39,"https://www.gem.wiki/Long_Creek_-_Zavanna_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Longhorn (MC546) - ENI,United States,operating,,,ENI Petroleum,,,oil and gas,asset,28.444,-89.073,"https://www.gem.wiki/Longhorn_(MC546)_-_ENI_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Longhorn (MC546) - LLOG Offshore,United States,operating,,,LLOG Exploration Offshore,,,oil and gas,asset,28.437,-89.041,"https://www.gem.wiki/Longhorn_(MC546)_-_LLOG_Offshore_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Longwood - Trinity,United States,operating,,,Trinity Operating (USG),,,gas,asset,32.562,-93.989,"https://www.gem.wiki/Longwood_-_Trinity_Gas_Asset_(Louisiana,_United_States)"
Lopeno (Consolidated) - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,26.656,-99.108,"https://www.gem.wiki/Lopeno_(Consolidated)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)"
Loper (Cotton Valley Lime) - CCI,United States,operating,,,CCI,,,oil and gas,asset,31.842,-96.211,"https://www.gem.wiki/Loper_(Cotton_Valley_Lime)_-_CCI_Oil_and_Gas_Asset_(Texas,_United_States)"
Lopez Ranch (Consolidated) - Merit,United States,operating,,,Merit Energy Company,,,oil and gas,asset,26.903,-98.188,"https://www.gem.wiki/Lopez_Ranch_(Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)"
Lorenzo (Austin Chalk) - Chesapeake,United States,operating,,,Chesapeake Operating,,,oil and gas,asset,28.343,-99.755,"https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)"
Lorenzo (Austin Chalk) - El Toro,United States,operating,,,El Toro Resources,,,oil and gas,asset,28.562,-100.03,"https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_El_Toro_Oil_and_Gas_Asset_(Texas,_United_States)"
Lorenzo (Austin Chalk) - Matador,United States,operating,,,Matador Production Company,,,oil and gas,asset,28.638,-99.341,"https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)"
Lorenzo (Austin Chalk) - SM Energy,United States,operating,,,SM Energy Company,,,oil and gas,asset,28.085,-99.895,"https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_SM_Energy_Oil_and_Gas_Asset_(Texas,_United_States)"
Los Mogotes (Wilcox Cons.) - Merit,United States,operating,,,Merit Energy Company,,,oil and gas,asset,27.08,-99.209,"https://www.gem.wiki/Los_Mogotes_(Wilcox_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)"
Lost Bridge - Marathon,United States,operating,,,Marathon Oil Company,,,oil and gas,asset,47.654,-102.84,"https://www.gem.wiki/Lost_Bridge_-_Marathon_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Lost Bridge - Newfield,United States,operating,,,Newfield Production Company,,,oil and gas,asset,47.654,-102.91,"https://www.gem.wiki/Lost_Bridge_-_Newfield_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Lost Bridge - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,47.643,-102.94,"https://www.gem.wiki/Lost_Bridge_-_XTO_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Lost Hills - Aera,United States,operating,,,Aera Energy,,,oil and gas,asset,35.615,-119.73,"https://www.gem.wiki/Lost_Hills_-_Aera_Oil_and_Gas_Asset_(California,_United_States)"
Lost Hills - Chevron,United States,operating,,,Chevron,,,oil and gas,asset,35.615,-119.73,"https://www.gem.wiki/Lost_Hills_-_Chevron_Oil_and_Gas_Asset_(California,_United_States)"
Lost Hills - Crimson,United States,operating,,,Crimson Energy,,,oil,asset,35.615,-119.73,"https://www.gem.wiki/Lost_Hills_-_Crimson_Oil_Asset_(California,_United_States)"
Lost Hills - Seneca,United States,operating,,,Seneca Resources,,,oil and gas,asset,35.615,-119.73,"https://www.gem.wiki/Lost_Hills_-_Seneca_Oil_and_Gas_Asset_(California,_United_States)"
Lost Soldier - Amplify,United States,operating,,,Amplify Energy,,,oil and gas,asset,42.248,-107.57,"https://www.gem.wiki/Lost_Soldier_-_Amplify_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Lowe (Atoka) - COG,United States,operating,,,COG Operating,,,oil and gas,asset,32.216,-102.12,"https://www.gem.wiki/Lowe_(Atoka)_-_COG_Oil_and_Gas_Asset_(Texas,_United_States)"
Lucius (KC875) - Anadarko,United States,operating,,,Anadarko,,,oil and gas,asset,26.102,-92.061,"https://www.gem.wiki/Lucius_(KC875)_-_Anadarko_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Lucky - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,32.297,-93.034,"https://www.gem.wiki/Lucky_-_XTO_Oil_and_Gas_Asset_(Louisiana,_United_States)"
"Lucky Ridge, SW (2100) - White Knight",United States,operating,,,White Knight Production,,,oil and gas,asset,33.275,-98.17,"https://www.gem.wiki/Lucky_Ridge,_SW_(2100)_-_White_Knight_Oil_and_Gas_Asset_(Texas,_United_States)"
Luling-Branyon - Texas Petroleum Investment,United States,operating,,,Texas Petroleum Investment Co.,,,oil,asset,29.728,-97.725,"https://www.gem.wiki/Luling-Branyon_-_Texas_Petroleum_Investment_Oil_Asset_(Texas,_United_States)"
"Luther, SE (Silurian-Devonian) - Wagner",United States,operating,,,Wagner Oil Company,,,oil and gas,asset,32.437,-101.48,"https://www.gem.wiki/Luther,_SE_(Silurian-Devonian)_-_Wagner_Oil_and_Gas_Asset_(Texas,_United_States)"
Lycoming County - Arcadia,United States,operating,,,Arcadia Operating,,,gas,asset,41.388,-77.193,"https://www.gem.wiki/Lycoming_County_-_Arcadia_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Chief,United States,operating,,,Chief Oil & Gas,,,gas,asset,41.55,-76.821,"https://www.gem.wiki/Lycoming_County_-_Chief_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Exco,United States,operating,,,Exco Resources,,,gas,asset,41.284,-76.771,"https://www.gem.wiki/Lycoming_County_-_Exco_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Inflection,United States,operating,,,Inflection Energy,,,gas,asset,41.324,-76.923,"https://www.gem.wiki/Lycoming_County_-_Inflection_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Pa Gen,United States,operating,,,Pa Gen Energy Co.,,,gas,asset,41.35,-77.348,"https://www.gem.wiki/Lycoming_County_-_Pa_Gen_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Range,United States,operating,,,Range Resources Appalachia,,,gas,asset,41.367,-77.184,"https://www.gem.wiki/Lycoming_County_-_Range_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - SWN,United States,operating,,,SWN Production Co.,,,gas,asset,41.49,-77.17,"https://www.gem.wiki/Lycoming_County_-_SWN_Gas_Asset_(Pennsylvania,_United_States)"
Lycoming County - Seneca,United States,operating,,,Seneca Resources,,,gas,asset,41.412,-77.029,"https://www.gem.wiki/Lycoming_County_-_Seneca_Gas_Asset_(Pennsylvania,_United_States)"
Lyda (Vicksburg Lower) - Killam,United States,operating,,,Killam Oil Co.,,,oil and gas,asset,26.635,-98.5,"https://www.gem.wiki/Lyda_(Vicksburg_Lower)_-_Killam_Oil_and_Gas_Asset_(Texas,_United_States)"
Lysite - Moncrief W A Jr,United States,operating,,,Moncrief W A Jr,,,oil and gas,asset,43.302,-107.78,"https://www.gem.wiki/Lysite_-_Moncrief_W_A_Jr_Oil_and_Gas_Asset_(Wyoming,_United_States)"
MC020 - Ankor,United States,operating,,,Ankor Energy,,,oil and gas,asset,28.932,-88.917,"https://www.gem.wiki/MC020_-_Ankor_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MC387 - Murphy,United States,operating,,,Murphy E&P. Company,,,oil and gas,asset,28.606,-88.238,"https://www.gem.wiki/MC387_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MO823 - W & T,United States,operating,,,W & T Offshore,,,oil and gas,asset,30.172,-88.18,"https://www.gem.wiki/MO823_-_W_&_T_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MO827 - Fieldwood,United States,operating,,,Fieldwood Energy,,,gas,asset,30.164,-87.994,"https://www.gem.wiki/MO827_-_Fieldwood_Gas_Asset_(Federal_offshore,_United_States)"
MO904 - Cox,United States,operating,,,Cox Operating,,,gas,asset,30.085,-88.506,"https://www.gem.wiki/MO904_-_Cox_Gas_Asset_(Federal_offshore,_United_States)"
MP041 - Cantium,United States,operating,,,Cantium,,,oil and gas,asset,29.392,-88.994,"https://www.gem.wiki/MP041_-_Cantium_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MP061 - Cox,United States,operating,,,Cox Operating,,,oil and gas,asset,29.321,-88.915,"https://www.gem.wiki/MP061_-_Cox_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MP299 - Cantium,United States,operating,,,Cantium,,,oil and gas,asset,29.27,-88.763,"https://www.gem.wiki/MP299_-_Cantium_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
MP311 - GOM Shelf,United States,operating,,,GOM Shelf,,,oil and gas,asset,29.192,-88.733,"https://www.gem.wiki/MP311_-_GOM_Shelf_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Mabee - Chevron,United States,operating,,,Chevron,,,oil and gas,asset,32.221,-102.23,"https://www.gem.wiki/Mabee_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)"
Mad Dog (GC826) - BP,United States,operating,,,BP,,,oil and gas,asset,27.156,-90.304,"https://www.gem.wiki/Mad_Dog_(GC826)_-_BP_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Madden - Burlington,United States,operating,,,Burlington Resources,,,oil and gas,asset,43.292,-107.62,"https://www.gem.wiki/Madden_-_Burlington_Oil_and_Gas_Asset_(Wyoming,_United_States)"
"Madisonville, W. (Woodbine A) - CML",United States,operating,,,CML Exploration,,,oil and gas,asset,30.821,-96.129,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_CML_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Chesapeake",United States,operating,,,Chesapeake Operating,,,oil and gas,asset,30.654,-96.477,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Chesapeake_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Crimson",United States,operating,,,Crimson Energy,,,oil and gas,asset,30.847,-96.197,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Crimson_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - ETX",United States,operating,,,ETX Energy,,,oil and gas,asset,30.783,-96.154,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_ETX_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Hawkwood",United States,operating,,,Hawkwood Energy,,,oil and gas,asset,30.937,-96.267,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Hawkwood_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - MD America Energy",United States,operating,,,MD America Energy,,,oil and gas,asset,30.871,-96.144,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_MD_America_Energy_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Pride",United States,operating,,,Pride Energy Company,,,oil and gas,asset,30.789,-96.098,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Pride_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Vess",United States,operating,,,Vess Oil Corporation,,,oil and gas,asset,30.902,-96.201,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Vess_Oil_and_Gas_Asset_(Texas,_United_States)"
"Madisonville, W. (Woodbine A) - Wildhorse",United States,operating,,,Wildhorse Resources,,,oil and gas,asset,30.847,-96.197,"https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_Wildhorse_Oil_and_Gas_Asset_(Texas,_United_States)"
Magnet Withers - Apache,United States,operating,,,Apache Co.,,,oil and gas,asset,29.146,-96.061,"https://www.gem.wiki/Magnet_Withers_-_Apache_Oil_and_Gas_Asset_(Texas,_United_States)"
Magnet Withers - White,United States,operating,,,White Oak Operating Company,,,oil and gas,asset,29.149,-96.033,"https://www.gem.wiki/Magnet_Withers_-_White_Oil_and_Gas_Asset_(Texas,_United_States)"
Magnolia (GB783) - W & T,United States,operating,,,W & T Offshore,,,oil and gas,asset,27.215,-92.198,"https://www.gem.wiki/Magnolia_(GB783)_-_W_&_T_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Magnolia Springs (Austin Chalk) - Zarvona,United States,operating,,,Zarvona Energy,,,oil and gas,asset,30.852,-93.934,"https://www.gem.wiki/Magnolia_Springs_(Austin_Chalk)_-_Zarvona_Oil_and_Gas_Asset_(Texas,_United_States)"
Mahogany (SS349) - W & T,United States,operating,,,W & T Offshore,,,oil and gas,asset,28.058,-91.067,"https://www.gem.wiki/Mahogany_(SS349)_-_W_&_T_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Main Pass Block 69 - Texas Petroleum Investment,United States,operating,,,Texas Petroleum Investment Co.,,,oil and gas,asset,29.252,-89.045,"https://www.gem.wiki/Main_Pass_Block_69_-_Texas_Petroleum_Investment_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Main Pass Block 74 - Talos Offshore,United States,operating,,,Talos Energy Offshore,,,oil and gas,asset,29.242,-88.927,"https://www.gem.wiki/Main_Pass_Block_74_-_Talos_Offshore_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Mamm Creek - Caerus Piceance,United States,operating,,,Caerus Piceance,,,oil and gas,asset,39.463,-107.72,"https://www.gem.wiki/Mamm_Creek_-_Caerus_Piceance_Oil_and_Gas_Asset_(Colorado,_United_States)"
Mamm Creek - Grizzly,United States,operating,,,Grizzly Operating,,,oil and gas,asset,39.498,-107.62,"https://www.gem.wiki/Mamm_Creek_-_Grizzly_Oil_and_Gas_Asset_(Colorado,_United_States)"
Mamm Creek - Ursa,United States,operating,,,Ursa Operating Company,,,oil and gas,asset,39.522,-107.68,"https://www.gem.wiki/Mamm_Creek_-_Ursa_Oil_and_Gas_Asset_(Colorado,_United_States)"
Mandaree - Enerplus,United States,operating,,,Enerplus Resources,,,oil and gas,asset,47.719,-102.61,"https://www.gem.wiki/Mandaree_-_Enerplus_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Mandaree - Petroshale,United States,operating,,,Petroshale (US) Inc.,,,oil and gas,asset,47.741,-102.56,"https://www.gem.wiki/Mandaree_-_Petroshale_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Mandaree - Rimrock,United States,operating,,,Rimrock Oil & Gas Williston,,,oil and gas,asset,47.717,-102.53,"https://www.gem.wiki/Mandaree_-_Rimrock_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Mandaree - WPX Energy Williston,United States,operating,,,WPX Energy Williston,,,oil and gas,asset,47.719,-102.59,"https://www.gem.wiki/Mandaree_-_WPX_Energy_Williston_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Manila Village - Llox,United States,operating,,,LLOX,,,oil and gas,asset,29.483,-90.001,"https://www.gem.wiki/Manila_Village_-_Llox_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Manitou - Hess Bakken,United States,operating,,,Hess Bakken Investments,,,oil and gas,asset,48.274,-102.78,"https://www.gem.wiki/Manitou_-_Hess_Bakken_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Manning - Lime Rock,United States,operating,,,Lime Rock Resources,,,oil and gas,asset,47.145,-102.82,"https://www.gem.wiki/Manning_-_Lime_Rock_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Mansfield - Vine,United States,operating,,,Vine Oil & Gas,,,gas,asset,32.036,-93.675,"https://www.gem.wiki/Mansfield_-_Vine_Gas_Asset_(Louisiana,_United_States)"
Marceaux Island - Samuel Gary Jr. & Assoc.,United States,operating,,,Samuel Gary Jr. & Assoc.,,,gas,asset,29.949,-93.746,"https://www.gem.wiki/Marceaux_Island_-_Samuel_Gary_Jr._&_Assoc._Gas_Asset_(Louisiana,_United_States)"
Marion County - EQT,United States,operating,,,EQT Production Co.,,,gas,asset,39.542,-80.357,"https://www.gem.wiki/Marion_County_-_EQT_Gas_Asset_(West_Virginia,_United_States)"
Marion County - XTO,United States,operating,,,XTO Energy,,,gas,asset,39.472,-80.318,"https://www.gem.wiki/Marion_County_-_XTO_Gas_Asset_(West_Virginia,_United_States)"
Marlin (VK915) - Anadarko,United States,operating,,,Anadarko,,,oil and gas,asset,29.11,-87.946,"https://www.gem.wiki/Marlin_(VK915)_-_Anadarko_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Marmalard (MC300) - Murphy,United States,operating,,,Murphy E&P. Company,,,oil and gas,asset,28.708,-88.189,"https://www.gem.wiki/Marmalard_(MC300)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Marmon - Bruin,United States,operating,,,Bruin E&P Operating,,,oil and gas,asset,48.406,-103.62,"https://www.gem.wiki/Marmon_-_Bruin_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Marmon - Crescent Point,United States,operating,,,Crescent Point Energy,,,oil and gas,asset,48.402,-103.59,"https://www.gem.wiki/Marmon_-_Crescent_Point_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Mars-Ursa (MC807) - Shell,United States,operating,,,Shell,,,oil and gas,asset,28.165,-89.174,"https://www.gem.wiki/Mars-Ursa_(MC807)_-_Shell_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Marshall (Middle Wilcox) - Remora,United States,operating,,,Remora Operating,,,oil and gas,asset,28.78,-97.387,"https://www.gem.wiki/Marshall_(Middle_Wilcox)_-_Remora_Oil_and_Gas_Asset_(Texas,_United_States)"
Marshall County - American Petroleum,United States,operating,,,American Petroleum,,,gas,asset,39.75,-80.583,"https://www.gem.wiki/Marshall_County_-_American_Petroleum_Gas_Asset_(West_Virginia,_United_States)"
Marshall County - CNX,United States,operating,,,CNX Gas Co.,,,gas,asset,39.717,-80.623,"https://www.gem.wiki/Marshall_County_-_CNX_Gas_Asset_(West_Virginia,_United_States)"
Marshall County - EQT,United States,operating,,,EQT Production Co.,,,oil and gas,asset,39.884,-80.687,"https://www.gem.wiki/Marshall_County_-_EQT_Oil_and_Gas_Asset_(West_Virginia,_United_States)"
Marshall County - HG,United States,operating,,,HG Energy,,,oil and gas,asset,39.927,-80.596,"https://www.gem.wiki/Marshall_County_-_HG_Oil_and_Gas_Asset_(West_Virginia,_United_States)"
Marshall County - SWN,United States,operating,,,SWN Production Co.,,,oil and gas,asset,39.813,-80.648,"https://www.gem.wiki/Marshall_County_-_SWN_Oil_and_Gas_Asset_(West_Virginia,_United_States)"
Marshall County - Tug Hill,United States,operating,,,Tug Hill Operating,,,oil and gas,asset,39.753,-80.778,"https://www.gem.wiki/Marshall_County_-_Tug_Hill_Oil_and_Gas_Asset_(West_Virginia,_United_States)"
Marston Ranch (Clearfork) - Blackbeard,United States,operating,,,Blackbeard Operating,,,oil and gas,asset,31.515,-102.81,"https://www.gem.wiki/Marston_Ranch_(Clearfork)_-_Blackbeard_Oil_and_Gas_Asset_(Texas,_United_States)"
Martin (Consolidated) - OXY,United States,operating,,,OXY USA,,,oil and gas,asset,32.175,-102.76,"https://www.gem.wiki/Martin_(Consolidated)_-_OXY_Oil_and_Gas_Asset_(Texas,_United_States)"
Martin (Consolidated) - Sheridan,United States,operating,,,Sheridan Production Company,,,oil and gas,asset,32.161,-102.77,"https://www.gem.wiki/Martin_(Consolidated)_-_Sheridan_Oil_and_Gas_Asset_(Texas,_United_States)"
Martin (Consolidated) - Unitex,United States,operating,,,Unitex Oil & Gas,,,oil and gas,asset,32.199,-102.74,"https://www.gem.wiki/Martin_(Consolidated)_-_Unitex_Oil_and_Gas_Asset_(Texas,_United_States)"
Martin (Consolidated) - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,32.197,-102.77,"https://www.gem.wiki/Martin_(Consolidated)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)"
Martin - GEP Haynesville,United States,operating,,,GEP Haynesville,,,gas,asset,32.112,-93.262,"https://www.gem.wiki/Martin_-_GEP_Haynesville_Gas_Asset_(Louisiana,_United_States)"
Martinsville (Travis Peak) - Aethon,United States,operating,,,Aethon Energy,,,oil and gas,asset,31.604,-94.406,"https://www.gem.wiki/Martinsville_(Travis_Peak)_-_Aethon_Oil_and_Gas_Asset_(Texas,_United_States)"
